bhlas	vˠlˠasˠ
Colm Cille	kɪl̠ʲmʲ ˈcɪlʲə
túir	ˈt̪ˠúɾʲ
háidí	ˈhɑːdʲiː
mháthair	ˈwɑːhəɾʲ
banna	ˈbˠan̪ˠə
dhesean	ˈjɛʃən̪ˠ
dhiúic	ˈjúc
fusa	ˈfˠʊsˠə
nimh	nʲəiiː
bráthair	ˈbˠɾˠɑːhəɾʲ
phus	fˠʊsˠ
nn	n̪ˠ
dhorn	ɣɔɾˠn̪ˠ
páipéir	ˈpˠɑːpʲeːɾʲ
Tomáisín	ˈt̪ˠɔmˠɑːʃiːnʲ
ceirt	cɛɾˠtʲ
bhí	vʲiː
measc	mʲasˠk
seobh	ʃoːw
-fidh	-fʲɪ
i mbliana	əˈmʲlʲiən̪ˠə
coisreac	ˈkɛʃɾʲək
leabhar	ˈlʲəuəɾˠ
Antóin	ˈan̪ˠt̪ˠónʲ
sleamhain	ˈʃlʲəuənʲ
clocha	ˈklˠɔxə
draig	d̪ˠɾˠɪɟ
Ch	x
Eibhlín	ˈɛvʲlʲiːnʲ
lá breithe maith agat	lˠɑː bʲɾʲɛhə mˠah ˈəɡət̪ˠ
dán	d̪ˠɑːnˠ
chion	ˈçiən̪ˠ
ceilpe	ˈcɛl̠ʲpʲə
spád	sˠpˠɑːd̪ˠ
caoineas	ˈkiːnʲəsˠ
pluid	pˠlˠɪdʲ
dhíolamar	ˈjiːlˠəmˠəɾˠ
deisealán	ˈdʲɛʃəlˠɑːnˠ
blitear	ˈbʲlʲɪtʲəɾˠ
araon	ˈaɾˠiːnˠ
cora	ˈkɔɾˠə
coillte	ˈkɛl̠ʲtʲə
armais	ˈaɾˠmˠəʃ
Nn	n̪ˠ
loingeas	ˈlˠɛɲəsˠ
um	ʊmˠ
airgead	ˈaɾʲəɟəd̪ˠ
ghob	ɣɔbˠ
bhfáinní	ˈwɑːn̪ˠiː
im	ɪmʲ
ceachtanna	ˈcaxt̪ˠən̪ˠə
díleas	ˈdʲiːlʲəsˠ
gáire	ˈɡɑːɾʲə
naonúr	ˈn̪ˠiːn̪ˠuːɾˠ
éide	ˈeːdʲə
choire	ˈxɛɾʲə
an	ənˠ
bhrád	wɾˠɑːd̪ˠ
éabhlóideach	ˈeːwlˠódʲəx
bhfeileann	ˈvʲɛlʲən̪ˠ
marcach	ˈmˠaɾˠkəx
céilí	ˈceːlʲiː
-se	-ʃɛ
acmhainn	ˈakwən̪ˠ
díchéillí	ˈdʲiːçeːlʲiː
éigean	ˈeːɟən̪ˠ
théigh	hɪ
sliotar	ˈʃlʲiət̪ˠəɾˠ
luaidhim	ˈlˠuəəmʲ
tá grá agam ort	t̪ˠɑː ɡɾˠɑː əɡəmˠ ˈəɾˠt̪ˠ
casúr	ˈkasˠuːɾˠ
Máirt	mˠɑːɾˠtʲ
dhósan	ˈɣoːsˠən̪ˠ
ag	əɡ
sodar	ˈsˠɔd̪ˠəɾˠ
bhfaide	ˈwadʲə
fhuinneoig	ˈɪnʲoːɟ
dúcha	ˈd̪ˠuːxə
rís	ɾˠiːʃ
cheintiméadar	ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ
dúinte	ˈd̪ˠún̪ʲtʲə
hiomlán	ˈhjʊmˠlˠɑːnˠ
ríon	ɾˠiːnʲ
bolscaire	ˈbˠɔl̪ˠsˠkəɾʲə
páirtí	ˈpˠɑːɾˠtʲiː
bhánaigh	ˈwɑːn̪ˠə
bpáiste	ˈbˠɑːʃtʲə
athrú	ˈahɾˠuː
scóir	ˈsˠkóɾʲ
fuáil	ˈfˠuɑːlʲ
chrá	xɾˠɑː
shéan	heːnˠ
rud beag	ɾˠɪdʲ ˈbʲaɡ
trí	tʲɾʲiː
creidim	ˈcɾʲɛdʲəmʲ
comrádaí	ˈkɔmˠɾˠɑːd̪ˠiː
luathcha	ˈlˠuəhxə
baint	bˠan̪ʲtʲ
líomóid	ˈlʲiːmˠódʲ
-ímis	-ˈiːmʲəʃ
nD	n̪ˠ
cochall	ˈkɔxəlˠ
Muileann gCearr	ˌmˠɪlʲən̪ˠ ˈɟaɾˠ
címíd	ˈciːmʲiːdʲ
falsa	ˈfˠal̪ˠsˠə
bhfeiceanna	ˈvʲɛcən̪ˠə
fadálach	ˈfˠad̪ˠɑːlˠəx
béas	bʲeːsˠ
castáil	ˈkasˠt̪ˠɑːlʲ
d'éirigh	dʲ'ˈeːɾʲə
seasamh	ˈʃasˠəu
pacáil	ˈpˠakɑːlʲ
cosán	ˈkɔsˠɑːnˠ
éaló	ˈeːlˠoː
móinteach	ˈmˠón̪ʲtʲəx
beagnach	ˈbʲaɡn̪ˠəx
gluaisteán	ˈɡlˠuəʃtʲeɑːnˠ
coda	ˈkɔd̪ˠə
bád	bˠɑːd̪ˠ
maide briste	ˌmˠadʲə ˈbʲɾʲɪʃtʲə
bailiúchán	ˈbˠalʲuːxɑːnˠ
hola	ˈhɔlˠə
gola	ˈɡɔlˠə
fola	ˈfˠɔlˠə
mola	ˈmˠɔlˠə
troigh	t̪ˠɾˠɛ
beanna	ˈbʲan̪ˠə
timpeall	ˈtʲɪmʲpʲəlˠ
díomhnas	ˈdʲiːwn̪ˠəsˠ
díghalraigh	ˈdʲiːɣəl̪ˠɾˠə
fórsa	ˈfˠoːɾˠsˠə
Ó Briain	oː ˈbʲɾʲiənʲ
cíor thuathail	ciːɾˠ ˈhuəhəlʲ
dola	ˈd̪ˠɔlˠə
feachtas	ˈfʲaxt̪ˠəsˠ
lampaí	ˈlˠamˠpˠiː
bhuail	ˈwuəlʲ
cultacha	ˈkʊl̪ˠt̪ˠəxə
tigeann	ˈtʲɪɟən̪ˠ
péas	pʲeːsˠ
gleanna	ˈɟlʲan̪ˠə
aimsire	ˈamʲʃəɾʲə
beathaisnéisí	ˈbʲahəʃnʲeːʃiː
corrú	ˈkɔɾˠuː
téigh	tʲɪ
stráic	sˠt̪ˠɾˠɑːc
leis-sean	ˈlʲɛʃ-ʃən̪ˠ
i bhfolach	əˈwɔlˠəx
ballach	ˈbˠalˠəx
acastóir	ˈakəsˠt̪ˠóɾʲ
nuacht	n̪ˠuəxt̪ˠ
dalta	ˈd̪ˠɛl̠ˠt̪ˠə
brúim	ˈbˠɾˠúmʲ
bacáil	ˈbˠakɑːlʲ
deora	ˈdʲoːɾˠə
goid	ɡɪdʲ
tosta	ˈt̪ˠɔsˠt̪ˠə
táin	t̪ˠɑːnʲ
fuacht	fˠuəxt̪ˠ
chí	çiː
tuig	t̪ˠɪɟ
bóthair	ˈbˠoːhəɾʲ
ligeann	ˈlʲɪɟən̪ˠ
mús	mˠuːsˠ
laig	lˠɪɟ
bhfichidí	ˈvʲɪçədʲiː
ar deighilt	əɾˠˈdʲɛjəl̪ʲtʲ
caimseog	ˈkamʲʃoːɡ
tarlú	ˈt̪ˠaɾˠlˠuː
buanfas	ˈbˠuən̪ˠfˠəsˠ
gach uile	ɡax ˈɪlʲə
imeanna	ˈɪmʲən̪ˠə
feiceálach	ˈfʲɛceɑːlˠəx
bronnaim	ˈbˠɾˠʊn̪ˠəmʲ
crotal	ˈkɾˠɔt̪ˠəlˠ
tríú	ˈtʲɾʲíuː
cén uair	ceːn̪ˠˈuəɾʲ
orla	ˈɔɾˠlˠə
rosta	ˈɾˠɔsˠt̪ˠə
fadhbanna	ˈfˠaibˠən̪ˠə
fharraige	ˈaɾˠəɟɪ
halt	hɛl̠ˠt̪ˠ
boid	bˠɪdʲ
urla	ˈʊɾˠlˠə
líon	lʲiːnʲ
ábhal	ˈáiːəlˠ
fís	fʲiːʃ
dáimh	d̪ˠáiiː
tairne	ˈt̪ˠaɾʲnʲə
uaireadóir	ˈuəɾʲad̪ˠóɾʲ
crosán	ˈkɾˠɔsˠɑːnˠ
suíomh gréasáin	ˌsˠuíoiː ˈɟɾʲeːsˠɑːnʲ
díon	dʲiːnʲ
rinneadar	ˈɾˠɪnʲəd̪ˠəɾˠ
aerfort	ˈeːɾˠfˠəɾˠt̪ˠ
aosta	ˈiːsˠt̪ˠə
castóir	ˈkasˠt̪ˠóɾʲ
sruith	sˠɾˠʊ
scilling	ˈʃcɪlʲəɲ
cistin	ˈcɪʃtʲənʲ
cneasta	ˈcɾʲasˠt̪ˠə
leamhnacht	ˈlʲəun̪ˠəxt̪ˠ
nín	nʲiːnʲ
biail	ˈbʲiəlʲ
mín	mʲiːnʲ
meáite	ˈmʲeɑːtʲə
beach	bʲax
gorachas	ˈɡɔɾˠəxəsˠ
ros	ɾˠɔsˠ
sos	sˠɔsˠ
éiríonn	ˈeːɾʲiːnʲ
Eabhrac	ˈəuɾˠək
basún	ˈbˠasˠuːnˠ
gariníon	ˈɡaɾʲənʲiːnʲ
dtóireacha	ˈd̪ˠóɾʲəxə
bléan	bʲlʲeːnˠ
saoire	ˈsˠiːɾʲə
faoi mhaise	fˠiːˈwaʃə
gheibh	jɛvʲ
duas	d̪ˠuəsˠ
Muirís	ˈmˠɪɾʲiːʃ
bláthmhar	ˈbˠlˠɑːhwəɾˠ
diúc	ˈdʲuːk
abhaill	ˈəuəlˠ
seál	ˈʃeɑːlˠ
cuir i gcás	kɪɾʲ əˈɡɑːsˠ
dtor	d̪ˠɔɾˠ
filíocht	ˈfʲɪlʲiːçtʲ
de Búrca	dʲəˈbˠuːɾˠkə
grúpa	ˈɡɾˠuːpˠə
iargúil	ˈiəɾˠɡúlʲ
bráid	bˠɾˠɑːdʲ
úsáideach	ˈuːsˠɑːdʲəx
bolcánach	ˈbˠɔl̪ˠkɑːn̪ˠəx
óinsí	ˈón̪ʲʃiː
bhuíoch	ˈwuiː
coinín	ˈkɪnʲiːnʲ
ceannasaí	ˈcan̪ˠəsˠiː
fheadha	ˈəiə
aduaidh	ˈad̪ˠuə
chuain	ˈxuənʲ
straidhn	sˠt̪ˠɾˠənʲ
Droichead Nua	ˌd̪ˠɾˠɛhəd̪ˠ ˈn̪ˠuə
morgtha	ˈmˠɔɾˠəkə
breall	bʲɾʲaːlˠ
Iúil	úlʲ
sráid	sˠɾˠɑːdʲ
iarla	ˈiəɾˠlˠə
céas	ceːsˠ
deoch	dʲoːx
neach	nʲax
nglacfaidh	ˈŋlˠakfˠə
haicmí	ˈhacmʲiː
gcis	ɟɪʃ
breá	ˈbʲɾʲeɑː
seach	ʃax
teach	tʲax
troimide	ˈt̪ˠɾˠɪmʲədʲə
óstán	ˈoːsˠt̪ˠɑːnˠ
aos	iːsˠ
fos	fˠɔsˠ
gos	ɡɔsˠ
dos	d̪ˠɔsˠ
canach	ˈkan̪ˠəx
ná trácht air	n̪ˠɑː t̪ˠɾˠɑːxt̪ˠ ˈaɾʲ
snaga	ˈsˠn̪ˠaɡə
thaire	ˈhaɾʲə
amscaí	ˈamˠsˠkiː
fhear mhire	aɾʲ ˈvʲɪɾʲə
briste	ˈbʲɾʲɪʃtʲə
altair	ˈɛl̠ˠt̪ˠəɾʲ
liacht	ˈlʲiəxt̪ˠ
bréan	bʲɾʲeːnˠ
freastalaím	ˈfʲɾʲasˠt̪ˠəlˠəmʲ
bláthach	ˈbˠlˠɑːhəx
dochar	ˈd̪ˠɔxəɾˠ
rásúr	ˈɾˠɑːsˠuːɾˠ
fearthainn	ˈfʲaɾˠən̪ˠ
cabaireacht	ˈkabˠəɾʲəxt̪ˠ
torc	t̪ˠɔɾˠk
capaill	ˈkapˠəlˠ
brata	ˈbˠɾˠat̪ˠə
lánúin	ˈlˠɑːn̪ˠúnʲ
thugainn	ˈhʊɡən̪ˠ
T-léine	tʲ-ˈlʲeːnʲə
glúin óg	ˌɡlˠún̪ˠ ˈoːɡ
uainín	ˈuənʲiːnʲ
lochta	ˈlˠɔxt̪ˠə
ceannas	ˈcan̪ˠəsˠ
brúitín	ˈbˠɾˠútʲiːnʲ
tréan	tʲɾʲeːnˠ
triail	ˈtʲɾʲiəlʲ
inscne	ˈɪn̠ʲʃcnʲə
leite	ˈlʲɛtʲə
Cincís	ˈcɪn̠ʲciːʃ
clog	klˠɔɡ
gé	ɟeː
-tí	-tʲiː
méadar	ˈmʲeːd̪ˠəɾˠ
thar lear	haɾʲ ˈlʲaɾˠ
Feabhra	ˈfʲəuɾˠə
tine chreasa	ˌtʲɪnʲə ˈçɾʲasˠə
stopallán	ˈsˠt̪ˠɔpˠəlˠɑːnˠ
Uíbh Fhailí	ˌuiːw ˈalʲiː
beithígh	ˈbʲɛhə
féan	fʲeːnˠ
stuaic	ˈsˠt̪ˠuəc
déan	dʲeːnˠ
gcuan	ɡuən̪ˠ
ógfhear	ˈoːɟəɾˠ
tú	t̪ˠuː
charria	ˈxaɾˠiə
deis	dʲɛʃ
-each	-ax
dhearna	ˈjaɾˠn̪ˠə
léan	lʲeːnˠ
gcealla	ˈɟalˠə
ngad	ŋad̪ˠ
feis	fʲɛʃ
geis	ɟɛʃ
claonaim	ˈklˠiːn̪ˠəmʲ
sheamra	ˈhamˠɾˠə
séan	ʃeːnˠ
íocaíocht	ˈiːkiːəxt̪ˠ
bholg	wɔl̪ˠɡ
ascaille	ˈasˠkəlˠə
buinne	ˈbˠɪnʲə
asainne	ˈasˠən̪ˠə
suirí	ˈsˠɪɾʲiː
siamban	ˈʃiəmˠbˠən̪ˠ
ath-	ah-
ócairín	ˈoːkəɾʲiːnʲ
gobtha	ˈɡɔpˠə
piana	ˈpʲiən̪ˠə
fuiliceach	ˈfˠɪlʲɪcəx
díotsa	ˈdʲiːt̪ˠsˠə
lacha	ˈlˠaxə
stró	sˠt̪ˠɾˠoː
teallach	ˈtʲalˠəx
píotsa	ˈpʲiːt̪ˠsˠə
Stiofán	ˈʃtʲjʊfˠɑːnˠ
-ófar	-ˈoːfˠəɾˠ
d'fháisc	d̪ˠ'ˈɑːʃc
fead	fʲad̪ˠ
harm	haɾˠmˠ
dúramar	ˈd̪ˠuːɾˠəmˠəɾˠ
tagann	ˈt̪ˠaɡən̪ˠ
cúinne	ˈkún̪ˠə
mbád	mˠɑːd̪ˠ
caighdeán	ˈkadʲeɑːnˠ
fúinne	ˈfˠún̪ˠə
tiocfar	ˈtʲjʊkfˠəɾˠ
fíodóir	ˈfʲiːd̪ˠóɾʲ
galach	ˈɡalˠəx
aisce	ˈaʃcɪ
bleidhmhíol	ˈbʲlʲɛvʲiːlʲ
blite	ˈbʲlʲɪtʲə
cónaigh	ˈkoːn̪ˠə
gléasta	ˈɟlʲeːsˠt̪ˠə
béim	bʲeːmʲ
reath	ɾˠa
ardaigh	ˈaɾˠəd̪ˠə
páipéar	ˈpˠɑːpʲeːɾˠ
buailteacha	ˈbˠuəl̪ʲtʲəxə
faol	fˠiːlˠ
fraoch	fˠɾˠiːx
cluichí	ˈklˠɪhiː
naí	n̪ˠiː
Málta	ˈmˠɑːl̪ˠt̪ˠə
leosan	ˈlʲoːsˠən̪ˠ
galún	ˈɡalˠuːnˠ
murar	ˈmˠʊɾˠəɾˠ
féach	fʲeːx
dhéag	jeːɡ
uisce	ˈɪʃcɪ
maol	mˠiːlˠ
teilifíse	ˈtʲɛlʲəfʲiːʃə
pasta	ˈpˠasˠt̪ˠə
grág	ɡɾˠɑːɡ
corpartha	ˈkɔɾˠpˠəɾˠə
buile	ˈbˠɪlʲə
Cheatharlach	ˈçahəɾˠlˠəx
daoire	ˈd̪ˠiːɾʲə
miotal	ˈmʲiət̪ˠəlˠ
Nás na Ríogh	n̪ˠɑːsˠ n̪ˠə ˈɾʲiː
Pheadair	ˈfʲad̪ˠəɾʲ
gasta	ˈɡasˠt̪ˠə
cailín	ˈkalʲiːnʲ
dailtín	ˈd̪ˠɛl̠ʲtʲiːnʲ
freisin	ˈfʲɾʲɛʃənʲ
foireann	ˈfˠɛɾʲən̪ˠ
faoin	fˠiːnʲ
pógfaidh	ˈpˠoːɡfˠə
sléibhe	ˈʃlʲeːvʲə
thusa	ˈhʊsˠə
oisín	ˈɛʃiːnʲ
gcurach	ˈɡʊɾˠəx
chúb	xuːbˠ
marcra	ˈmˠaɾˠkɾˠə
Port Laoise	pˠɔɾˠt̪ˠ ˈlˠiːʃə
páí	ˈpˠáiː
nGréigis	ˈŋɾʲeːɟɪʃ
isteach	ˈɪʃtʲəx
coiteann	ˈkɪtʲən̪ˠ
anas	ˈan̪ˠəsˠ
cainteanna	ˈkan̪ʲtʲən̪ˠə
míle	ˈmʲiːlʲə
béarla	ˈbʲeːɾˠlˠə
bhfeis	vʲɛʃ
saorann	ˈsˠiːɾˠən̪ˠ
is fearr	əsˠ ˈfʲaːɾˠ
cíora	ˈciːɾˠə
fáinní	ˈfˠɑːn̪ˠiː
baraille	ˈbˠaɾˠəlˠə
gorach	ˈɡɔɾˠəx
gí nar	ɟiː ˈn̪ˠaɾˠ
cairt	kɛɾˠtʲ
gearrfar	ˈɟaɾˠfˠəɾˠ
Indiacha	ˈɪnʲədʲiəxə
Ceallach	ˈcalˠəx
ceantar	ˈcan̪ˠt̪ˠəɾˠ
ciorcal	ˈciəɾˠkəlˠ
leaga	ˈlʲaɡə
fomhórach	ˈfˠəuoːɾˠəx
Éadbhard	ˈeːd̪ˠwəɾˠd̪ˠ
chara	ˈxaɾˠə
ndorn	n̪ˠɔɾˠn̪ˠ
lúfar	ˈlˠuːfˠəɾˠ
Coirnis	ˈkɛɾʲnʲəʃ
díonach	ˈdʲiːn̪ˠəx
ar fáil	əɾˠˈfˠɑːlʲ
Ghaelach	ˈjeːlˠəx
bead	bʲad̪ˠ
deoire	ˈdʲoːɾʲə
anmain	ˈan̪ˠmˠənʲ
buí	ˈbˠuiː
bhfeicfinn	ˈvʲɛcfʲən̪ˠ
amas	ˈamˠəsˠ
buidéal	ˈbˠɪdʲeːlˠ
Béarla	ˈbʲeːɾˠlˠə
hair	haɾʲ
riaráiste	ˈɾˠiəɾˠɑːʃtʲə
carraigreacha	ˈkaɾˠəɟɾʲəxə
taidhleoir	ˈt̪ˠɑːlʲoːɾʲ
inní	ˈɪnʲiː
buntáiste	ˈbˠʊn̪ˠt̪ˠɑːʃtʲə
dhearg	jaɾˠɡ
philéir	ˈfʲɪlʲeːɾʲ
Bhéarla	ˈvʲeːɾˠlˠə
cóiriú	ˈkóɾʲuː
caife	ˈkafʲə
ceallach	ˈcalˠəx
nc	n̪ˠk
Róimhe	ˈɾˠóə
buairt	ˈbˠuəɾˠtʲ
litiam	ˈlʲɪtʲiəmˠ
táirg	t̪ˠɑːɾʲɟ
gciseanna	ˈɟɪʃən̪ˠə
sín	ʃiːnʲ
ciúine	ˈcúnʲə
ligfidh	ˈlʲɪɟfʲə
mbí	mʲiː
bhíos	vʲiːʃ
ghlac	lˠak
ghobtha	ˈɣɔpˠə
busanna	ˈbˠʊsˠən̪ˠə
huaire	ˈhuəɾʲə
lóistín	ˈlˠóʃtʲiːnʲ
scairt	sˠkɛɾˠtʲ
bhFionlainn	ˈvʲiən̪ˠlˠən̪ˠ
gcaitheann	ˈɡahən̪ˠ
stócach	ˈsˠt̪ˠoːkəx
tugaim	ˈt̪ˠʊɡəmʲ
dearnas	ˈdʲaɾˠn̪ˠəsˠ
geansaí	ˈɟan̪ˠsˠiː
caor	kiːɾˠ
airc	aɾʲc
cloch	klˠɔx
alta	ˈɛl̠ˠt̪ˠə
plean	pʲlʲan̪ˠ
air	aɾʲ
deinir	ˈdʲɛnʲɪɾʲ
alla	ˈalˠə
raiméis	ˈɾˠamʲeːʃ
pearsa	ˈpʲaɾˠsˠə
fheicinn	ˈɛcɪnʲ
n-ard	n̪ˠ-aɾˠd̪ˠ
aspal	ˈasˠpˠəlˠ
mheabhair	ˈvʲəuəɾʲ
curaí	ˈkʊɾˠiː
éiligh	ˈeːlʲə
chúig	ˈxúɟ
spórt	sˠpˠoːɾˠt̪ˠ
cheal	çalˠ
clamhsán	ˈklˠəusˠɑːnˠ
suas	sˠuəsˠ
mairt	mˠɛɾˠtʲ
glúin	ˈɡlˠúnʲ
ceonna	ˈcoːn̪ˠə
maoilín	ˈmˠiːlʲiːnʲ
olla	ˈɔlˠə
Cholm Cille	xɪl̠ʲmʲ ˈcɪlʲə
bhf	vˠ
liath	ˈlʲiə
fáilte	ˈfˠɑːl̪ʲtʲə
Mhí	vʲiː
gualann	ˈɡuəlˠən̪ˠ
dín	dʲiːnʲ
Fhionlainnis	ˈiən̪ˠlˠən̪ˠəʃ
sheal	halˠ
phingin	ˈfʲɪɲənʲ
threo	hɾʲoː
ceathair déag	ˌcahəɾʲ dʲeːɡ
cath	ka
hIarmhí	ˈhiəɾʲvʲiː
coróinvíreas	ˈkɔɾˠónʲviːɾʲəsˠ
tuar ceatha	t̪ˠuəɾʲ ˈcahə
Abcáisis	ˈabˠkɑːʃəʃ
tiocfaimid	ˈtʲjʊkfˠəmʲɪdʲ
deirinn	ˈdʲɛɾʲən̪ˠ
Sasana Nua	ˌsˠasˠən̪ˠə ˈn̪ˠuə
pota	ˈpˠɔt̪ˠə
pus	pˠʊsˠ
diaga	ˈdʲiəɡə
domasach	ˈd̪ˠɔmˠəsˠəx
tur	t̪ˠʊɾˠ
goileann	ˈɡɛlʲən̪ˠ
bhfir	vʲɪɾʲ
-fí	-fʲiː
neon	nʲoːnˠ
dromchla	ˈd̪ˠɾˠɔmˠxlˠə
canáil	ˈkan̪ˠɑːlʲ
eif	ɛfʲ
tola	ˈt̪ˠɔlˠə
fáidh	fˠə
leon	lʲoːnˠ
thuama	ˈhuəmˠə
rop	ɾˠɔpˠ
cailíní	ˈkalʲiːnʲiː
sagartúil	ˈsˠaɡəɾˠt̪ˠúlʲ
céibh	ceːvʲ
eascrach	ˈasˠkɾˠəx
dhath	ɣa
chath	xa
arda	ˈaɾˠəd̪ˠə
Clocha Liatha	ˌklˠɔxə ˈlʲiəhə
haon déag	hiːnʲ dʲeːɡ
dlím	dʲlʲiːmʲ
-mid	-mʲɪdʲ
scóig	ˈsˠkóɟ
stadta	ˈsˠt̪ˠad̪ˠt̪ˠə
teorann	ˈtʲoːɾˠən̪ˠ
anamacha	ˈan̪ˠəmˠəxə
thura	ˈhʊɾˠə
leifteán	ˈlʲɛfʲtʲeɑːnˠ
leanaim	ˈlʲan̪ˠəmʲ
dul	d̪ˠʊlˠ
ciumhaiseanna	ˈcəuəʃən̪ˠə
sciath	ˈʃciə
ár	ɑːɾˠ
feidhmeannas	ˈfʲɛmʲən̪ˠəsˠ
míorúilteach	ˈmʲiːɾˠúl̪ʲtʲəx
d'iarr	dʲ'ˈiəɾˠ
caintím	ˈkan̪ʲtʲiːmʲ
gcaoga	ˈɡiːɡə
lom láithreach	lˠɔmˠ ˈlˠɑːhɾʲəx
draein	ˈdʲɾʲeːnʲ
mantaíl	ˈmˠan̪ˠt̪ˠəlʲ
sionnach	ˈʃiən̪ˠəx
sicín	ˈʃɪciːnʲ
mbranda	ˈmˠɾˠan̪ˠəd̪ˠə
seisc	ʃɛʃc
cuireann	ˈkɪɾʲən̪ˠ
Bhaile Átha Cliath	ˌwalʲə ɑːhə ˈclʲiə
mboicht	mˠɛhtʲ
iomrall	ˈʊmˠɾˠəlˠ
staileanna	ˈsˠt̪ˠalʲən̪ˠə
bhfágáil	ˈwɑːɡɑːlʲ
ciseán	ˈcɪʃeɑːnˠ
brod	bˠɾˠɔd̪ˠ
n-airdí	n̪ˠ-ˈaɾʲədʲiː
smaoineamh	ˈsˠmˠiːnʲəu
chearc	çaɾˠk
naíon	ˈn̪ˠiːən̪ˠ
dáir	d̪ˠɑːɾʲ
piléir	ˈpʲɪlʲeːɾʲ
daoi	d̪ˠiː
ballaí	ˈbˠalˠiː
méir	mʲeːɾʲ
deamhan	ˈdʲəuən̪ˠ
saile	ˈsˠalʲə
tada	ˈt̪ˠad̪ˠə
t-ógánach	t̪ˠ-ˈoːɡɑːn̪ˠəx
éireoidh	ˈeːɾʲə
garraí	ˈɡaɾˠiː
ar chor ar bith	əɾˠxɔɾˠ əɾˠˈbʲɪ
chúns	xuːn̪ˠsˠ
gáir	ɡɑːɾʲ
cairdiúil	ˈkaɾʲədʲúlʲ
ghiob	ˈjiəbˠ
táir	t̪ˠɑːɾʲ
batar	ˈbˠat̪ˠəɾˠ
géagán	ˈɟeːɡɑːnˠ
beire	ˈbʲɛɾʲə
trua	t̪ˠɾˠuə
guidid	ˈɡɪdʲɪdʲ
airne	ˈaɾʲnʲə
peirsil	ˈpʲɛɾˠʃɪlʲ
áitíonn	ˈɑːtʲiːnʲ
fiántas	ˈfʲiɑːn̪ˠt̪ˠəsˠ
mala	ˈmˠalˠə
aicmí	ˈacmʲiː
galán	ˈɡalˠɑːnˠ
hallaí	ˈhalˠiː
chos	xɔsˠ
salann	ˈsˠalˠən̪ˠ
cótaí	ˈkoːt̪ˠiː
Gardaí	ˈɡaɾˠəd̪ˠiː
branda	ˈbˠɾˠan̪ˠəd̪ˠə
leice	ˈlʲɛcɪ
bhfeolta	ˈvʲoːl̪ˠt̪ˠə
dtaga	ˈd̪ˠaɡə
aeir	ˈeːɾʲ
cathair	ˈkahəɾʲ
abú	ˈabˠuː
mbrandaí	ˈmˠɾˠan̪ˠəd̪ˠiː
sponc	sˠpˠɔn̪ˠk
deice	ˈdʲɛcɪ
ghnáth	n̪ˠɑː
feice	ˈfʲɛcɪ
cabhantar	ˈkəuən̪ˠt̪ˠəɾˠ
áille	ˈɑːlˠə
Cáit	kɑːtʲ
cogain	ˈkɔɡənʲ
i ndísc	əˈnʲiːʃc
creidmheas	ˈcɾʲɛdʲvʲəsˠ
seamhan	ˈʃəuən̪ˠ
gairid	ˈɡaɾʲədʲ
solais	ˈsˠɔlˠəʃ
Ó	oː
luchóg	ˈlˠʊxoːɡ
caoin	kiːnʲ
mba	mˠa
bhfeoil	vʲoːlʲ
teastas	ˈtʲasˠt̪ˠəsˠ
clúdach	ˈklˠuːd̪ˠəx
Méibhín	ˈmʲeːvʲiːnʲ
bróig	ˈbˠɾˠóɟ
aoibh	iːvʲ
mhí	vʲiː
maoin	mˠiːnʲ
eisceacht	ˈɛʃcəxt̪ˠ
ghaiscígh	ˈɣaʃcɪ
claigeann	ˈklˠaɟən̪ˠ
iarraigí	ˈiəɾˠəɟiː
laethanta	ˈlʲeːhən̪ˠt̪ˠə
silín	ˈʃɪlʲiːnʲ
seas	ʃasˠ
teas	tʲasˠ
gráigh	ɡɾˠə
deachthas	ˈdʲaxəsˠ
Baile na Mainistreach	ˌbˠalʲə n̪ˠə ˈmˠanʲəʃtʲɾʲəx
féich	fʲeː
cosaint	ˈkɔsˠən̪ʲtʲ
fágáil	ˈfˠɑːɡɑːlʲ
ligean	ˈlʲɪɟən̪ˠ
leas	lʲasˠ
meas	mʲasˠ
neas	nʲasˠ
bhíteá	ˈvʲiːtʲeɑː
Pól	pˠoːlˠ
fheabhas	ˈəuəsˠ
clais	klˠaʃ
ceas	casˠ
deas	dʲasˠ
léacht	lʲeːxt̪ˠ
glais	ɡlˠaʃ
geas	ɟasˠ
meathló	ˈmʲahlˠoː
pol	pˠɔlˠ
bhialann	ˈvʲiəlˠən̪ˠ
grua	ɡɾˠuə
eala	ˈalˠə
fheictear	ˈɛctʲəɾˠ
gala	ˈɡalˠə
crua	kɾˠuə
ar bís	əɾˠˈbʲiːʃ
i dtreo	əˈdʲɾʲoː
urchóideach	ˈʊɾˠxódʲəx
hadharca	ˈhaiəɾˠkə
aerach	ˈeːɾˠəx
ullamh	ˈʊlˠəu
gránach	ˈɡɾˠɑːn̪ˠəx
duabhair	ˈd̪ˠuəwəɾʲ
staic	sˠt̪ˠɪc
ól	oːlˠ
oibrigh	ˈɛbʲɾʲə
Cireabaití	ˈcɪɾʲəbˠətʲiː
-fas	-fˠasˠ
Críost	cɾʲiːʃtʲ
gada	ˈɡad̪ˠə
tuíodóireacht	ˈt̪ˠuiːd̪ˠóɾʲəxt̪ˠ
