,word,sounds,tags_
6316,ach,"[{""tags"": [""Aran"", ""Munster""], ""ipa"": ""/ɑx/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ax/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[aːx]""}, {""tags"": [""Mayo""], ""ipa"": ""/ax/""}, {""tags"": [""Ulster""], ""ipa"": ""/ax/""}, {""tags"": [""Ulster""], ""ipa"": ""/ah/""}, {""homophone"": ""each""}]",[]
6320,arc,"[{""ipa"": ""/aɾˠk/""}]",[]
6325,arc,"[{""ipa"": ""/aɾˠk/""}]",[]
6374,cobra,"[{""ipa"": ""/ˈkɔbˠɾˠə/""}]",[]
6423,fair,"[{""ipa"": ""[fˠaɾʲ]""}]",[]
6588,té,"[{""ipa"": ""/tʲeː/""}]",[]
6589,té,"[{""ipa"": ""/tʲeː/""}]",[]
6595,cos,"[{""ipa"": ""/kɔsˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/kɔsˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/kɞsˠ/""}]",[]
6620,drama,"[{""ipa"": ""/ˈd̪ˠɾˠamˠə/""}]",['Cois-Fharraige']
6644,don,"[{""ipa"": ""/d̪ˠənˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/ɡənˠ/""}]",[]
6646,don,"[{""ipa"": ""/d̪ˠɔnˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/d̪ˠʌnˠ/""}]",[]
6651,lite,"[{""ipa"": ""/ˈl̠ʲɪtʲə/""}]",[]
6653,ex,"[{""ipa"": ""/ɛksˠ/""}]",[]
6654,seas,"[{""ipa"": ""/ʃasˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ʃæsˠ/""}]",[]
6789,log,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/l̪ˠɔɡ/""}, {""tags"": [""Ulster""], ""ipa"": ""/l̪ˠʌɡ/""}, {""homophone"": ""lag""}, {""homophone"": ""lug (Ulster)""}]",[]
6826,lug,"[{""ipa"": ""/l̪ˠʌɡ/""}, {""homophone"": ""lag""}, {""homophone"": ""log (Ulster)""}]",[]
6845,ros,"[{""ipa"": ""/ɾˠɔsˠ/""}]",[]
6880,ursa,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈʊɾˠsˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʌɾˠsˠə/""}]",[]
6913,leo,"[{""ipa"": ""/lʲoː/""}, {""tags"": [""Galway""], ""note"": ""corresponding to the form leob"", ""ipa"": ""/lʲoːbˠ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form leofa"", ""ipa"": ""/ˈlʲɔːfˠə/""}]",[]
6917,leo,"[{""tags"": [""Munster""], ""ipa"": ""/lʲoː/""}, {""tags"": [""Connacht""], ""ipa"": ""/l̠ʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/l̠ʲɔː/""}]",[]
6936,dein,"[{""ipa"": ""[ˈdʲɪnʲ]""}]",['Munster']
7046,dem,"[{""ipa"": ""/dʲɛmˠ/""}]",['Munster']
7071,nach,"[{""ipa"": ""/n̪ˠax/""}]",[]
7073,nach,"[{""ipa"": ""/n̪ˠax/""}]",[]
7074,bead,"[{""ipa"": ""/bʲɛd̪ˠ/""}]",[]
7085,gar,"[{""ipa"": ""/ɡaɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ɡɑ(ː)ɾˠ/""}]",[]
7111,gar,"[{""ipa"": ""/ɡaɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ɡɑ(ː)ɾˠ/""}]",[]
7135,frog,"[{""ipa"": ""[fˠɾˠɔɡ]""}]",[]
7178,tom,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠoumˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/t̪ˠuːmˠ/""}, {""tags"": [""Mayo""], ""ipa"": ""/t̪ˠʊmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠʌmˠ/""}]",[]
7198,tom,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠoumˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/t̪ˠuːmˠ/""}, {""tags"": [""Mayo""], ""ipa"": ""/t̪ˠʊmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠʌmˠ/""}]",[]
7217,tom,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠoumˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/t̪ˠuːmˠ/""}, {""tags"": [""Mayo""], ""ipa"": ""/t̪ˠʊmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠʌmˠ/""}]",[]
7350,lice,"[{""ipa"": ""/ˈl̠ʲɪcɪ/""}]",[]
7351,nós,"[{""tags"": [""Munster""], ""ipa"": ""/n̪ˠõːsˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/n̪ˠuːsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/n̪ˠõːsˠ/""}]",[]
7370,nós,"[{""tags"": [""Munster""], ""ipa"": ""/n̪ˠõːsˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/n̪ˠuːsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/n̪ˠõːsˠ/""}]",[]
7381,cart,"[{""ipa"": ""/kɑɾˠt̪ˠ/""}]",[]
7515,cantar,"[{""ipa"": ""/ˈkan̪ˠt̪ˠəɾˠ/""}]",[]
7520,hola,"[{""ipa"": ""[ˈhɔl̪ˠə]""}]",[]
7564,pluma,"[{""ipa"": ""/ˈpˠlˠʊmˠə/""}]",[]
7590,tor,"[{""ipa"": ""/t̪ˠɔɾˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/t̪ˠʌɾˠ/""}]",[]
7628,tor,"[{""ipa"": ""/t̪ˠɔɾˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/t̪ˠʌɾˠ/""}]",[]
7653,den,"[{""ipa"": ""/dʲɛnˠ/""}, {""ipa"": ""/dʲənˠ/""}, {""note"": ""Connemara, Aran Islands"", ""ipa"": ""/ɡənˠ/""}]",[]
7654,bos,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈbˠʌsˠ/""}]",[]
7812,dom,"[{""ipa"": ""/d̪ˠɔmˠ/""}, {""tags"": [""unstressed""], ""ipa"": ""/d̪ˠəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/d̪ˠʊmˠ/""}]",[]
7817,dom,"[{""ipa"": ""/d̪ˠɔmˠ/""}]",['Munster']
7819,más,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/mˠɑːsˠ/""}, {""tags"": [""Connacht"", ""Munster""], ""note"": ""before é, ea, í, iad and their emphatic equivalents"", ""ipa"": ""/mˠɑːʃ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠaːsˠ/""}, {""tags"": [""Ulster""], ""note"": ""before é, ea, í, iad and their emphatic equivalents"", ""ipa"": ""/mˠaːʃ/""}]",[]
7820,más,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/mˠɑːsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠaːsˠ/""}]",[]
7844,gos,"[{""ipa"": ""/ɡɔsˠ/""}, {""ipa"": ""/ɡəsˠ/""}]",[]
7845,chip,"[{""ipa"": ""/çɪpʲ/""}]",[]
7846,craic,"[{""ipa"": ""/kɾˠac/""}]",[]
7870,duit,"[{""ipa"": ""/d̪ˠɪtʲ/""}, {""tags"": [""Munster""], ""ipa"": ""/d̪ˠɞtʲ/""}]",[]
7899,bord,"[{""ipa"": ""/bˠoːɾˠd̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/bˠɑuɾˠd̪ˠ/""}, {""tags"": [""Connemara""], ""ipa"": ""/bˠəuɾˠd̪ˠ/""}]",[]
7925,clog,"[{""tags"": [""Munster""], ""ipa"": ""/kl̪ˠɔɡ/""}, {""tags"": [""Connacht""], ""ipa"": ""/klˠoɡ/""}, {""tags"": [""Ulster""], ""ipa"": ""/klˠɞɡ/""}]",[]
7944,clog,"[{""tags"": [""Munster""], ""ipa"": ""/kl̪ˠɔɡ/""}, {""tags"": [""Connacht""], ""ipa"": ""/klˠoɡ/""}, {""tags"": [""Ulster""], ""ipa"": ""/klˠɞɡ/""}]",[]
8108,di,"[{""ipa"": ""/dʲɪ/""}, {""tags"": [""Aran"", ""also""], ""ipa"": ""/dʲiː/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/d̪ˠiː/""}]",[]
8116,sa,"[{""ipa"": ""/sˠə/""}]",[]
8144,hat,"[{""ipa"": ""/hat̪ˠ/""}]",[]
8147,fiú,"[{""ipa"": ""/fʲuː/""}]",[]
8148,fiú,"[{""ipa"": ""/fʲuː/""}]",[]
8176,ng,"[{""ipa"": ""/ŋ/""}, {""other"": ""/ŋɡ/""}, {""other"": ""/ɲ/""}, {""other"": ""/ɲɟ/""}]",[]
8177,dos,"[{""ipa"": ""/d̪ˠɔsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/d̪ˠʌsˠ/""}]",[]
8196,dos,"[{""ipa"": ""/d̪ˠɔsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/d̪ˠʌsˠ/""}]",[]
8219,coda,"[{""ipa"": ""[ˈkɔd̪ˠə]""}]",[]
8224,hail,"[{""ipa"": ""/halʲ/""}]",[]
8278,olla,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈɔl̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʌl̪ˠə/""}]",[]
8315,an-,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑn̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑːn/""}, {""tags"": [""Connemara"", ""Ulster""], ""ipa"": ""/ˈan̪ˠ/""}]",[]
8316,an-,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑn̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑn/""}, {""tags"": [""Connemara"", ""Ulster""], ""ipa"": ""/ˈan̪ˠ/""}]",[]
8329,stoic,"[{""ipa"": ""/sˠt̪ˠɪc/""}]",[]
8336,corn,"[{""ipa"": ""/koːɾˠn̪ˠ/""}]",[]
8355,corn,"[{""ipa"": ""/koːɾˠn̪ˠ/""}]",[]
8490,toit,"[{""tags"": [""Ulster""], ""ipa"": ""/t̪ˠɔtʲ/""}]",[]
8514,cár,"[{""tags"": [""Ulster""], ""ipa"": ""/kaːɾˠ/""}, {""homophone"": ""carr""}]",[]
8526,cár,"[{""tags"": [""Ulster""], ""ipa"": ""/kaːɾˠ/""}, {""homophone"": ""carr""}]",[]
8555,pasta,"[{""ipa"": ""/ˈpˠasˠt̪ˠə/""}]",[]
8596,aer,"[{""tags"": [""Munster""], ""ipa"": ""/eːɾˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/eːɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/eːɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""[ɛːɾˠ]""}]",[]
8634,mart,"[{""ipa"": ""/mˠaɾˠtˠ/""}]",[]
8665,cab,"[{""ipa"": ""/kɑbˠ/""}, {""ipa"": ""/kabˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[kaːb]""}]",[]
8689,saint,"[{""tags"": [""Munster""], ""ipa"": ""/sˠɑinʲtʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠɪn̠ʲtʲ/""}]",[]
8707,ala,"[{""ipa"": ""/ˈalˠə/""}]",[]
8708,bun,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bˠun̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/bˠun/""}, {""tags"": [""Aran""], ""ipa"": ""/bˠɞn/""}, {""tags"": [""Ulster""], ""ipa"": ""/bˠʌnˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/bˠʌn̪ˠ/""}]",[]
8732,smut,"[{""ipa"": ""/ˈsˠmˠʊt̪ˠ/""}]",[]
8751,smut,"[{""ipa"": ""/ˈsˠmˠʊt̪ˠ/""}]",[]
8856,frat,"[{""ipa"": ""/fˠɾˠat̪ˠ/""}]",[]
8865,each,"[{""ipa"": ""/ax/""}]",[]
8890,ord,"[{""tags"": [""Aran""], ""ipa"": ""/auɾˠd̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɔːɾˠd̪ˠ/""}]",[]
8893,ord,"[{""tags"": [""Aran""], ""ipa"": ""/auɾˠd̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɔːɾˠd̪ˠ/""}]",[]
8919,ein,"[{""ipa"": ""/ɛnʲ/""}]",[]
8920,cad,"[{""ipa"": ""/kad̪ˠ/""}, {""ipa"": ""/kəd̪ˠ/""}]",[]
8934,fad,"[{""tags"": [""Aran"", ""Munster""], ""ipa"": ""/fˠɑd̪ˠ/""}, {""tags"": [""Connemara"", ""Mayo"", ""Ulster""], ""ipa"": ""/fˠad̪ˠ/""}]",[]
8977,mac,"[{""ipa"": ""/mˠak/""}, {""ipa"": ""/mˠɑk/""}]",[]
9001,det,"[{""ipa"": ""/dʲɛt̪ˠ/""}]",['Munster']
9002,longa,"[{""ipa"": ""[ˈl̪ˠɔŋə]""}, {""ipa"": ""[ˈl̪ˠɔŋɡə]""}, {""ipa"": ""[ˈl̪ˠʊŋə]""}, {""ipa"": ""[ˈl̪ˠʊŋɡə]""}]",[]
9003,scion,"[{""tags"": [""Ulster""], ""ipa"": ""/ʃcɨ̞nˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ʃcɨ̞n̪ˠ/""}]",['Ulster']
9025,fine,"[{""ipa"": ""/ˈfʲɪnʲə/""}]",[]
9049,faire,"[{""ipa"": ""/ˈfˠaɾʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈfˠæɾʲə/""}]",[]
9068,faire,"[{""ipa"": ""/ˈfˠaɾʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈfˠæɾʲə/""}]",[]
9073,aire,"[{""tags"": [""Munster""], ""ipa"": ""/ˈaɾʲə/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈɑɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈæːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈaːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɑːɾʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæɾʲə/""}]",[]
9084,aire,"[{""tags"": [""Munster""], ""ipa"": ""/ˈaɾʲə/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈɑɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈæːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈaːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɑːɾʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæɾʲə/""}]",[]
9106,aire,"[{""tags"": [""Munster""], ""ipa"": ""/ˈaɾʲə/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈɑɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈæːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈaːɾʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɑːɾʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæɾʲə/""}]",[]
9162,le,"[{""ipa"": ""/lʲɛ/""}]",[]
9203,beo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/bʲɔː/""}]",[]
9225,beo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/bʲɔː/""}]",[]
9244,beo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/bʲɔː/""}]",[]
9245,beo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/bʲɔː/""}]",[]
9269,mar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈmˠɑɾˠ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ˈmˠaɾˠ/""}, {""tags"": [""Connacht"", ""Ulster"", ""unstressed""], ""ipa"": ""/ˈmˠəɾˠ/""}]",[]
9270,mar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈmˠɑɾˠ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ˈmˠaɾˠ/""}, {""tags"": [""Connacht"", ""Ulster"", ""unstressed""], ""ipa"": ""/ˈmˠəɾˠ/""}]",[]
9272,roc,"[{""ipa"": ""/ɾˠɔk/""}]",[]
9310,roc,"[{""ipa"": ""/ɾˠɔk/""}]",[]
9414,sac,"[{""ipa"": ""/sˠak/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[sˠaːk]""}]",[]
9439,nigh,"[{""other"": ""/nʲɪɟ/""}, {""tags"": [""Connacht"", ""Ulster"", ""imperative""], ""ipa"": ""/n̠ʲiː/""}, {""tags"": [""Connacht"", ""Ulster"", ""analytic"", ""indicative"", ""past""], ""ipa"": ""/nʲiː/""}]",[]
9543,nia,"[{""ipa"": ""/n̠ʲiə/""}]",[]
9563,d',"[{""ipa"": ""[d̪ˠ]""}, {""ipa"": ""[dʲ]""}, {""tags"": [""Ulster"", ""colloquial""], ""ipa"": ""/ə/""}, {""tags"": [""Ulster"", ""colloquial""], ""note"": ""before ⟨a/á, o/ó, u/ú⟩"", ""ipa"": ""/ə.ɣ-/""}, {""tags"": [""Ulster"", ""colloquial""], ""note"": ""before ⟨e/é, i/í⟩"", ""ipa"": ""/ə.j-/""}]",[]
9564,d',"[{""ipa"": ""[d̪ˠ]""}, {""ipa"": ""[dʲ]""}, {""tags"": [""Ulster"", ""colloquial""], ""ipa"": ""/ə/""}, {""tags"": [""Ulster"", ""colloquial""], ""note"": ""before ⟨a/á, o/ó, u/ú⟩"", ""ipa"": ""/ə.ɣ-/""}, {""tags"": [""Ulster"", ""colloquial""], ""note"": ""before ⟨e/é, i/í⟩"", ""ipa"": ""/ə.j-/""}]",[]
9569,Brian,"[{""ipa"": ""[bʲɾʲiən̪ˠ]""}]",[]
9575,bean,"[{""tags"": [""Munster""], ""ipa"": ""/bʲan̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/bʲæn/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/bʲæːn̪ˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲanˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲan̪ˠ/""}]",[]
9599,bean,"[{""tags"": [""Munster""], ""ipa"": ""/bʲan̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/bʲæn/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/bʲæːn̪ˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲanˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲan̪ˠ/""}]",[]
9600,bean,"[{""tags"": [""Munster""], ""ipa"": ""/bʲan̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/bʲæn/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/bʲæːn̪ˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲanˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/bʲan̪ˠ/""}]",[]
9733,dot,"[{""ipa"": ""/d̪ˠɔt̪ˠ/""}]",['Munster']
9734,paca,"[{""tags"": [""Aran"", ""Munster""], ""ipa"": ""/ˈpˠɑkə/""}, {""tags"": [""Cois-Fharraige"", ""Mayo"", ""Ulster""], ""ipa"": ""/ˈpˠakə/""}]",[]
9760,normal,"[{""ipa"": ""/ˈn̪ˠɔɾˠ(ə)mˠəlˠ/""}]",[]
9779,seal,"[{""ipa"": ""/ˈʃal̪ˠ/""}, {""ipa"": ""/ˈʃalˠ/""}]",[]
9812,thigh,"[{""tags"": [""Munster""], ""ipa"": ""/hɪɟ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/hiː/""}]",[]
9813,loin,"[{""ipa"": ""[l̪ˠɪnˠ]""}]",[]
9814,scar,"[{""ipa"": ""/ˈskaɾˠ/""}]",[]
9964,pus,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/pˠʊsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/pˠʌsˠ/""}]",[]
10006,chas,"[{""note"": ""Munster, Arann"", ""ipa"": ""/xɑsˠ/""}, {""tags"": [""Connemara"", ""Mayo"", ""Ulster""], ""ipa"": ""/xasˠ/""}]",[]
10007,chas,"[{""note"": ""Munster, Arann"", ""ipa"": ""/xɑsˠ/""}, {""tags"": [""Connemara"", ""Mayo"", ""Ulster""], ""ipa"": ""/xasˠ/""}]",[]
10244,id,"[{""ipa"": ""/ɪd̪ˠ/""}]",['Munster']
10247,teo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/tʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/tʲɔː/""}]",[]
10248,teo,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/tʲoː/""}, {""tags"": [""Ulster""], ""ipa"": ""/tʲɔː/""}]",[]
10265,gad,"[{""ipa"": ""/ɡɑd̪ˠ/""}, {""ipa"": ""/ɡad̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ɡaːd̪ˠ]""}]",[]
10284,gad,"[{""ipa"": ""/ɡɑd̪ˠ/""}, {""ipa"": ""/ɡad̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ɡaːd̪ˠ]""}]",[]
10412,gad,"[{""ipa"": ""/ɡɑd̪ˠ/""}, {""ipa"": ""/ɡad̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ɡaːd̪ˠ]""}]",[]
10427,col,"[{""ipa"": ""[kɔl̪ˠ]""}]",[]
10470,gaol,"[{""tags"": [""Munster""], ""ipa"": ""/ɡeːl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[ɡëːə̯l̪ˠ]""}, {""tags"": [""Connacht""], ""ipa"": ""/ɡiːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɡiːlˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/ɡɯːlˠ/""}]",[]
10494,-na,"[{""ipa"": ""/n̪ˠə/""}, {""ipa"": ""/nˠə/""}]",[]
10495,toll,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠoːl̪ˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/t̪ˠəul̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠʌl̪ˠ/""}]",[]
10514,toll,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠoːl̪ˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/t̪ˠəul̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠʌl̪ˠ/""}]",[]
10691,bard,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/bˠɑːɾˠd̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/bˠæːɾˠd̪ˠ/""}]",[]
10727,Gaeilge,"[{""ipa"": ""/ˈɡeːlʲɟɪ/""}, {""tags"": [""Munster""], ""note"": ""corresponding to the form Gaelainn or Gaedhlaing"", ""ipa"": ""/ˈɡeːl̪ˠənʲ/""}, {""tags"": [""Munster""], ""note"": ""corresponding to the form Gaelainn or Gaedhlaing"", ""ipa"": ""[ˈɡɰeːl̪ˠɪnʲ]""}, {""tags"": [""Munster""], ""note"": ""corresponding to the form Gaelainn or Gaedhlaing"", ""ipa"": ""[ˈɡɰeːl̪ˠɪɲ]""}, {""tags"": [""Galway""], ""ipa"": ""/ˈɡeːlʲɟɪ/""}, {""tags"": [""Mayo"", ""Ulster""], ""note"": ""corresponding to the form Gaedhilg or Gaeilic"", ""ipa"": ""/ˈɡeːlʲɪc/""}]",[]
10761,Gaedhlaing,"[{""ipa"": ""/ˈɡeːlɪɲ/""}]",['Munster']
10777,Gaolainn,"[{""tags"": [""Cork"", ""Waterford""], ""ipa"": ""/ˈɡeːl̪ˠɪɲ/""}, {""tags"": [""Kerry""], ""ipa"": ""/ˈɡeːl̪ˠɪnʲ/""}]",[]
10796,Gaedhilge,"[{""ipa"": ""/ˈɡeːlʲɟə/""}]",[]
10797,Gaedhilge,"[{""ipa"": ""/ˈɡeːlʲɟə/""}]",[]
10833,punta,"[{""ipa"": ""/ˈpˠʌn̪ˠt̪ˠə/""}]",[]
10852,punta,"[{""ipa"": ""/ˈpˠʌn̪ˠt̪ˠə/""}]",['Cois-Fharraige']
10857,t',"[{""note"": ""before a word starting with a, o, u, fha, fho, or fhu"", ""ipa"": ""/t̪ˠ/""}, {""note"": ""before a word starting with e, i, fhe, or fhi"", ""ipa"": ""/tʲ/""}]",['Cois-Fharraige']
10858,t',"[{""note"": ""before a word starting with a, o, u, fha, fho, or fhu"", ""ipa"": ""/t̪ˠ/""}, {""note"": ""before a word starting with e, i, fhe, or fhi"", ""ipa"": ""/tʲ/""}]",[]
10859,lag,"[{""note"": ""Munster, Connacht, North Donegal"", ""ipa"": ""/l̪ˠɑɡ/""}, {""note"": ""Munster, Connacht, North Donegal"", ""ipa"": ""/l̪ˠaɡ/""}, {""note"": ""Munster, Connacht, North Donegal"", ""ipa"": ""[l̪ˠaːɡ]""}, {""note"": ""as if spelled log or lug"", ""ipa"": ""/l̪ˠʌɡ/""}, {""homophone"": ""log""}, {""homophone"": ""lug (South Donegal)""}]",[]
10881,seiche,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʃɛçə/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈʃɛi̯çə]""}]",['Ulster']
10906,fill,"[{""tags"": [""Munster""], ""ipa"": ""/fʲiːlʲ/""}, {""tags"": [""Galway""], ""ipa"": ""/fʲiːl̠ʲ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/fʲɪl̠ʲ/""}, {""homophone"": ""phill""}]",[]
11067,fill,"[{""tags"": [""Munster""], ""ipa"": ""/fʲiːlʲ/""}, {""tags"": [""Galway""], ""ipa"": ""/fʲiːl̠ʲ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/fʲɪl̠ʲ/""}, {""homophone"": ""phill""}]",[]
11097,gob,"[{""tags"": [""Munster""], ""ipa"": ""/ɡɔbˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ɡɞbˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɡɔbˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɡʌbˠ/""}]",[]
11116,gob,"[{""tags"": [""Munster""], ""ipa"": ""/ɡɔbˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ɡɞbˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɡɔbˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɡʌbˠ/""}]",[]
11274,nite,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈnʲɪtʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈn̠ʲɨ̞tʲə/""}]",[]
