word,tags,ipa,results,match
ithid,,ˈɪhɪdʲ,ˈɪhɪdʲ,100
ithimid,,ˈɪhəmʲədʲ,ˈɪhəmʲədʲ,100
ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ˈɪhɪɾʲ,83
iógart,,ˈjoː.ɡˠʊɾˠt̪ˠ,ˈɪoːɡəɾˠt̪ˠ,73
iúr,,uːɾˠ,ˈuːɾˠ,100
jé,,d͡ʒeː,ˈjeː,50
labhair,Munster; Connacht,"l̪ˠauɾʲ, l̪ˠəuɾʲ",ˈlˠɑuɪɾʲ,67
labhairt,Munster; Connacht,l̪ˠauɾʲtʲ,ˈlˠɑuɪɾʲtʲ,78
lacha,,ˈl̪ˠaxə,ˈlˠaxə,83
lachain,,ˈl̪ˠaxənʲ,ˈlˠaxɪnʲ,75
lachan,,ˈl̪ˠaxənˠ,ˈlˠaxənˠ,88
lachtach,Connacht,ˈl̪ˠaxt̪ˠəx,ˈlˠaxt̪ˠəx,90
lae,,l̪ˠeː,ˈlˠeː,80
laethanta,,ˈl̪ˠeːhən̪ˠt̪ˠə,ˈlˠeːçənˠt̪ˠə,77
laethanta na riabhaí,Connacht,ˈl̪ˠeːhən̪ˠt̪ˠə n̪ˠə ˈɾˠiəwiː,ˈlˠeːçənˠt̪ˠə ˈnˠa ˈɾʲɪəəː,73
laethe,,ˈl̪ˠeːhɪ,ˈlˠeːhə,86
lag,,"l̪ˠaɡ, l̪ˠɑɡ, l̪ˠʌɡ, l̪ˠaːɡ",ˈlˠaɡ,60
lagar,,ˈl̪ˠaɡəɾˠ,ˈlˠaɡəɾˠ,88
laghairt,,l̪ˠəiɾˠtʲ,ˈlˠaiɪɾʲtʲ,67
lagsprid,,ˈl̪ˠɑɡsˠpʲɾʲidʲ,ˈlˠaɟʃpʲɾʲɪdʲ,54
laidhre,,ˈl̪ˠəiɾʲə,ˈlˠaiɾʲɪ,75
laig,,l̪ˠaɟ,ˈlˠaɟ,80
laige,,ˈl̪ˠaɟɪ,ˈlˠaɟɪ,83
laisteas,,l̪ˠaʃˈtʲasˠ,ˈlˠaʃtʲɪsˠ,70
laistiar,,l̪ˠaʃˈtʲiəɾˠ,ˈlˠaʃtʲɪɾˠ,70
laistigh,Ulster; Connacht,l̪ˠaʃˈtʲɪj,ˈlˠaʃtʲiː,67
lampa,,ˈl̪ˠamˠpˠə,ˈlˠamˠpˠə,89
lampaí,Connacht,ˈl̪ˠamˠpˠiː,ˈlˠamˠpˠiː,90
langa,,ˈl̪ˠaŋɡə,ˈlˠaŋə,83
lannach,Connacht,ˈl̪ˠan̪ˠəx,ˈlˠan̪ˠəx,89
lao,Ulster; Connacht,l̪ˠiː,ˈlʲiː,60
laoch,Ulster; Connacht,l̪ˠiːx,ˈlʲiːx,67
laofa,Ulster; Connacht,ˈl̪ˠiːfˠə,ˈlʲiːfˠə,75
lapa,,ˈl̪ˠapˠə,ˈlˠapˠə,86
las,,l̪ˠasˠ,ˈlˠasˠ,83
lasa,,ˈl̪ˠasˠə,ˈlˠasˠə,86
lasair,,ˈl̪ˠasˠəɾʲ,ˈlˠasˠɪɾʲ,78
lasann,,ˈl̪ˠasˠən̪ˠ,ˈlˠasˠən̪ˠ,90
lasas,,ˈl̪ˠasˠəsˠ,ˈlˠasˠəsˠ,89
lasmuigh,Connacht,"l̪ˠasˠˈmˠiː, l̪ˠasˠˈmˠʊ",ˈlˠasˠmˠəː,70
lasrach,Connacht,ˈl̪ˠɑsˠɾˠəx,ˈlˠasˠɾˠəx,80
lasracha,Connacht,ˈl̪ˠasˠɾˠəxə,ˈlˠasˠɾˠəxə,91
lasta,,ˈl̪ˠasˠt̪ˠə,ˈlˠasˠt̪ˠə,90
lastar,,ˈl̪ˠasˠt̪ˠəɾˠ,ˈlˠasˠt̪ˠəɾˠ,92
lastoir,Ulster; Connacht,l̪ˠasˠˈt̪ˠɛɾʲ,ˈlˠasˠt̪ˠɪɾʲ,75
lastuaidh,Ulster; Connacht,l̪ˠasˠˈt̪ˠuə(j),ˈlˠasˠt̪ˠəː,73
lastuas,,l̪ˠasˠˈt̪ˠuəsˠ,ˈlˠasˠt̪ˠəsˠ,83
le,,lʲɛ,lʲɛ,100
le chéile,,lʲə ˈçeːlʲə,lʲɛ ˈçeːlʲɪ,82
le do thoil,,lʲɛd̪ˠ(ə)ˈhɔlʲ,lʲɛ d̪ˠʊ ˈçɛlʲ,64
le déanaí,Connacht,lʲə ˈdʲeːn̪ˠiː,lʲɛ ˈdʲeːnˠiː,85
le fáil,Munster; Connacht,lʲɛˈfˠɑːlʲ,lʲɛ ˈfˠɑːlʲ,90
le haghaidh,,lʲɛˈhiː,lʲɛ ˈhaiiː,71
le haghaidh,Connacht,lʲəˈhəi̯,lʲɛ ˈhaiiː,62
le haghaidh,Cois-Fharraige; Connacht,lʲəi̯,lʲɛ ˈhaiiː,40
leabhair,Connacht,l̠ʲəuɾʲ,ˈlʲəuɪɾʲ,86
leabhar,Connacht,l̠ʲəuɾˠ,ˈlʲəuəɾˠ,86
leabharlann,Munster; Connacht,ˈl̠ʲəuɾˠl̪ˠən̪ˠ,ˈlʲəuəɾˠlˠən̪ˠ,86
leac,,l̠ʲak,ˈlʲɑk,60
leacht,,l̠ʲaxt̪ˠ,ˈlˠəxt̪ˠ,62
leafaos,Connacht,ˈl̠ʲaˌfˠiːsˠ,ˈlʲɑfˠiːsˠ,70
leag,,l̠ʲaɡ,ˈlʲɑɡ,60
leaga,,ˈl̠ʲaɡə,ˈlʲɑɡə,67
leagaim,,ˈl̠ʲaɡəmʲ,ˈlʲɑɡɪmʲ,62
leagann,,ˈl̠ʲaɡən̪ˠ,ˈlʲɑɡən̪ˠ,78
leamh,Connacht,ˈl̠ʲavˠ,ˈlʲəu,60
leamhnacht,Connacht,"ˈl̠ʲaunˠəxt̪ˠ, ˈl̠ʲaun̪ˠəxt̪ˠ",ˈlʲɛəɾˠəxt̪ˠ,67
lean,Ulster; Connacht,"l̠ʲanˠ, l̠ʲan̪ˠ",ˈlʲɑnˠ,50
leanacht,,ˈl̠ʲanˠəxt̪ˠ,ˈlʲɑnˠəxt̪ˠ,82
leanaim,Connacht,ˈl̠ʲanˠəmʲ,ˈlʲɑnˠɪmʲ,67
leanaim,Munster; Connacht,ˈl̠ʲan̪ˠəmʲ,ˈlʲɑnˠɪmʲ,56
leannán,Connacht,ˈl̠ʲan̪ˠɑːnˠ,ˈlˠʊn̪ˠɑːnˠ,73
leantar,,ˈl̠ʲan̪ˠt̪ˠəɾˠ,ˈlʲɑnˠt̪ˠəɾˠ,75
leanúint,Connacht,ˈl̠ʲanˠuːn̠ʲtʲ,ˈlʲɑnˠuːn̠ʲtʲ,85
leapa,Ulster; Connacht,ˈl̠ʲapˠə,ˈlʲɑpˠə,71
lear,,l̠ʲaɾˠ,ˈlʲɑːɾˠ,67
leas,,l̠ʲasˠ,ˈlʲɑsˠ,67
leasc,Ulster; Connacht,l̠ʲasˠk,ˈlʲɑsk,50
leastar,,ˈl̠ʲasˠt̪ˠəɾˠ,ˈlʲɑsˠt̪ˠəɾˠ,83
leat,,lʲat̪ˠ,ˈlʲɑt̪ˠ,83
leath,,lʲæx,ˈlʲæç,75
leath,Connacht,l̠ʲah,ˈlʲæç,40
leathan,Ulster; Connacht,"ˈl̠ʲahənˠ, ˈl̠ʲahən̪ˠ",ˈlʲæçənˠ,62
leathanach,Connacht,ˈl̠ʲɑːnˠəx,ˈlʲæçənˠəx,70
leathanach,Munster; Connacht,ˈl̠ʲahənˠəx,ˈlʲæçənˠəx,70
leathar,,ˈl̠ʲahəɾˠ,ˈlʲæçəɾˠ,62
leathré,,ˈlʲahˌɾʲeː,ˈlʲɑhɾʲeː,78
leatsa,,ˈlʲat̪ˠsˠə,ˈlʲɑt̪ˠsˠə,90
led,,lʲɛd̪ˠ,ˈlʲɛdʲ,67
leic,,l̠ɛc,ˈlʲɛc,75
leice,,ˈl̠ʲɛcɪ,ˈlʲɛcɪ,83
leiceann,,ˈl̠ʲɛcən̪ˠ,ˈlʲɛcən̪ˠ,89
leictreachas,Munster; Connacht,ˈl̠ʲɛctʲɾʲəxəsˠ,ˈlʲɛctʲɾʲɪxəsˠ,86
leictreoir,,ˈlʲɛctʲɾʲoːɾʲ,ˈlʲɛctʲɾʲoːɾʲ,100
leifteanant,Connacht,"ˈl̠ʲɛfʲtʲənˠən̪ˠt̪ˠ, ˈl̠ʲɛfʲtʲən̪ˠən̪ˠt̪ˠ",ˈlʲɛfʲtʲɪnˠənˠt̪ˠ,82
leifteán,Connacht,ˈl̠ʲɛfʲtʲɑːnˠ,ˈlʲɛfʲtʲɪɑːnˠ,92
leigheas,,,ˈlʲɛjəsˠ,0
leigheas,Connacht,l̠ʲəisˠ,ˈlʲɛjəsˠ,71
leirg,Ulster; Connacht,ˈl̠ʲɛɾʲɪɟ,ˈlʲɛɾʲiɟ,75
leis,Ulster; Connacht,l̠ʲɛʃ,ˈlʲɛʃ,80
leis-sean,,ˈlʲɛʃənˠ,ˈlʲɛʃʃɪnˠ,75
leisce,Ulster; Connacht,ˈl̠ʲɛʃcɪ,ˈlʲɛʃcɪ,86
leisciúil,Connacht,ˈl̠ʲɛʃcuːlʲ,ˈlʲɛʃcɪuːlʲ,91
leite,,ˈl̠ʲɛtʲə,ˈlʲɛtʲɪ,86
leitean,,ˈl̠ʲɛtʲənˠ,ˈlʲɛtʲɪnˠ,78
leith,Munster; Connacht,l̠ʲɛh,ˈlʲɛç,60
leithe,,ˈl̠ʲɛhə,ˈlʲɛəhə,86
leithead,,ˈl̠ʲɛhəd̪ˠ,ˈlʲɛhəd̪ˠ,89
leithid,,ˈl̠ʲɛhədʲ,ˈlʲɛhɪdʲ,75
leithscéal,Connacht,ˈl̠ʲeʃceːlˠ,ˈlʲɛhʃceːlˠ,82
leitir,Ulster; Connacht,ˈl̠ʲɛtʲəɾʲ,ˈlʲɛtʲɪɾʲ,78
lem,,lʲɛmˠ,ˈlʲiːmʲ,60
lenar,,ˈlʲɛnˠəɾˠ,ˈlʲɛnʲɪɾˠ,78
lenarb,,ˈlʲɛnˠəɾˠbˠ,ˈlʲɛnʲɪɾˠbˠ,82
lenarbh,,ˈlʲɛnˠəɾˠvˠ,ˈlʲɛnʲɪrw,56
lenár,,ˈlʲɛnˠɑːɾˠ,ˈlʲɛnʲɑːɾˠ,90
leo,Connacht,l̠ʲoː,ˈlʲoː,80
leoga,,ˈl̠ʲoːɡə,ˈlʲoːɡə,86
leomh,Ulster; Connacht,l̠ʲow,ˈlʲɛoː,60
leon,Connacht,l̠ʲuːnˠ,ˈlʲʊːnˠ,71
leor,Munster; Connacht,l̠ʲoːɾˠ,ˈlʲoːɾˠ,86
leoraí,,ˈlʲɔɾˠiː,ˈlʲoːɾˠiː,75
leoraís,,lʲɔɾˠiːsˠ,ˈlʲoːɾˠɑːʃ,56
leosan,,ˈlʲoːsˠənˠ,ˈlʲoːsˠənˠ,100
let,,lʲɛt̪ˠ,ˈlʲɛtʲ,67
leá,Connacht,l̠ʲɑː,ˈlʲɛɑː,80
leáigh,,,ˈlʲɛɑːiː,0
leáis,,l̠ʲɑːʃ,ˈlʲɛɑːʃ,83
leás,Munster; Connacht,l̠ʲɑːsˠ,ˈlʲɛɑːsˠ,86
lia,,"lʲiə, l̠ʲiə",ˈlʲiə,80
liach,Ulster; Connacht,l̠ʲiəx,ˈlʲiəx,83
liacht,,l̠ʲiəxt̪ˠ,ˈlʲiəxt̪ˠ,89
lianna,,ˈl̠ʲiən̪ˠə,ˈlʲiən̪ˠə,89
liath,,,ˈlʲiəç,0
liath,Ulster; Connacht,l̠ʲiə,ˈlʲiəç,80
liatha,Ulster; Connacht,ˈl̠ʲiəhə,ˈlʲiəçə,71
liathróid,Connacht,ˈl̠ʲiə(h)ɾˠoːdʲ,ˈlʲiəçɾˠoːdʲ,75
libh,,"lʲɪbʲ, lʲɪvʲ",ˈlʲɪvʲ,83
libhse,,ˈlʲɪvʲʃə,ˈlʲɪvʲʃɪ,88
lic,,l̠ʲɪc,ˈlʲɪc,80
lice,,ˈl̠ʲɪcɪ,ˈlʲɪcɪ,83
lig,,ˈl̠ʲɪɟ,ˈlʲɪɟ,80
lig do scíth,,ˌl̠ʲɪɟ də ˈʃciː,ˈlʲɪɟ d̪ˠʊ ˈʃciː,80
lige,,ˈl̠ʲɪɟə,ˈlʲɪɟɪ,83
ligean,Ulster; Connacht,"ˈl̠ʲɪɟənˠ, ˈl̠ʲɪɟən̪ˠ",ˈlʲɪɟɪnˠ,75
ligeann,,ˈl̠ʲɪɟən̪ˠ,ˈlʲɪɟən̪ˠ,89
ligfidh,,"ˈl̠ʲicə, ˈl̠ʲɨcə",ˈlʲɪɟiː,57
ligh,Connacht,l̠ʲiː,ˈlʲiː,80
ligim,Munster; Connacht,"ˈlʲɛɟɪmʲ, ˈlʲɪɟɪmʲ",ˈlʲɪɟɪmʲ,100
ligis,,ˈl̠ʲɪɟɪʃ,ˈlʲɪɟɪʃ,86
ligthe,,ˈl̠ʲɪcɪ,ˈlʲɪɟhə,57
lile,,ˈl̠ʲɪlʲə,ˈlʲɪlʲɪ,86
limis,,ˈl̠ʲɪ.mʲɪʃ,ˈlʲɪmʲɪʃ,75
linbh,,ˈl̠ʲɪnʲəvʲ,ˈlʲɪnʲvʲ,75
linn,,lʲɪn̠ʲ,ˈlʲən̠ʲ,83
linne,Ulster; Connacht,ˈl̠ʲɪn̠ʲə,ˈlʲɪn̠ʲə,88
liom,Connacht,"lʲɔmˠ, lʲɞmˠ",ˈlʲiːmˠ,62
liom,unstressed; Connacht,lʲəmˠ,ˈlʲiːmˠ,60
liom,stressed; Munster; Connacht,lʲʊmˠ,ˈlʲiːmˠ,60
liomóg,Connacht,ˈl̠ʲʊmˠoːɡ,ˈlʲɪmˠoːɡ,78
liopa,,lʲɪpˠə,ˈlʲɪpˠə,100
liopard,,ˈlʲi.pˠəɾˠdˠ,ˈlʲɪpˠəɾˠd̪ˠ,83
lios,,"l̠ʲɪsˠ, l̠ʲʊsˠ",ˈlʲɪsˠ,67
liosta,,ˈl̠ʲɪsˠt̪ˠə,ˈlʲɪsˠt̪ˠə,90
lite,,ˈl̠ʲɪtʲə,ˈlʲɪtʲɪ,86
litear,,ˈl̠ʲɪtʲəɾˠ,ˈlʲɪtʲɪɾˠ,78
litiam,,ˈl̠ʲɪtʲiəmˠ,ˈlʲɪtʲɪmˠ,67
litir,Ulster; Connacht,ˈl̠ʲɪtʲəɾʲ,ˈlʲɪtʲɪɾʲ,78
litre,,ˈl̠ʲitʲɾʲə,ˈlʲɪtʲɾʲɪ,78
litreach,,ˈlʲitʲɾʲəx,ˈlʲɪtʲɾʲəx,90
litreacha,,ˈlʲɪtʲɾʲəxə,ˈlʲɪtʲɾʲɪxə,91
liú,Ulster; Connacht,l̠ʲuː,ˈlˠuː,60
liúit,,l̠ʲuːtʲ,ˈlʲuːɪtʲ,86
liúr,,lʲuːɾˠ,ˈlˠuːɾˠ,83
ll,,"l̠ʲ, l̪ˠ",ˈl̪ˠ,75
loc,,l̪ˠɔk,ˈlˠʊk,60
loca,Munster; Connacht,ˈl̪ˠɔkə,ˈlˠʊkə,67
loch,Munster; Connacht,l̪ˠɔx,ˈlˠʊx,60
loch salainn,,"l̪ˠɔx ˈsˠalˠən̠ʲ, l̪ˠɔx ˈsˠal̪ˠən̠ʲ",ˈlˠʊx ˈsˠalˠəən̠ʲ,82
locha,,ˈl̪ˠɔxə,ˈlˠʊxə,67
lochta,,ˈl̪ˠɔxt̪ˠə,ˈlˠʊxt̪ˠə,78
lochtanna,,ˈl̪ˠɔxt̪ˠən̪ˠə,ˈlˠʊxt̪ˠən̪ˠə,85
lochán,Connacht,ˈl̪ˠɔxɑːnˠ,ˈlˠʊxɑːnˠ,78
lofa,,ˈl̪ˠɔfˠə,ˈlˠʊfˠə,71
log,,,ˈlˠʊɡ,0
log,Munster; Connacht,l̪ˠɔɡ,ˈlˠʊɡ,60
loime,,ˈl̪ˠɪmʲə,ˈlˠɛmʲɪ,71
loin,,l̪ˠɪnˠ,ˈlˠɛnʲ,50
loingeas,,ˈl̪ˠɪɲ(ɟ)əsˠ,ˈlˠɔŋəsˠ,38
loingis,,ˈl̪ˠɪɲ(ɟ)ɪʃ,ˈlˠɔŋɪʃ,57
loite,,l̪ˠɔɪtʲə,ˈlˠɛtʲɪ,57
loiteach,Connacht,ˈl̪ˠɛtʲəx,ˈlˠɛtʲəx,88
lom láithreach,Connacht,ˌlˠɔmˠ ˈl̪ˠɑːɾʲəx,ˈlˠʊːmˠ ˈlˠɑːhɾʲəx,82
long,,l̪ˠɔŋ,ˈlˠʊŋ,60
longa,,"ˈl̪ˠɔŋə, ˈl̪ˠɔŋɡə, ˈl̪ˠʊŋə, ˈl̪ˠʊŋɡə",ˈlˠʊŋə,83
lonnaithe,Connacht,ˈl̪ˠɔn̪ˠiː,ˈlˠʊn̪ˠəəhə,60
lonta,,ˈl̪ˠʊn̪ˠt̪ˠə,ˈlˠʊnˠt̪ˠə,80
lorg,Ulster; Connacht,ˈl̪ˠɔɾˠəɡ,ˈlˠʊɾˠəɡ,75
lorga,Munster; Connacht,ˈl̪ˠɔɾˠəɡə,ˈlˠʊɾˠɡə,75
losaid,Munster; Connacht,ˈl̪ˠɔsˠədʲ,ˈlˠʊsˠɪdʲ,67
loscann,Munster; Connacht,ˈl̪ˠɔsˠkən̪ˠ,ˈlˠʊsˠkən̪ˠ,82
luach,,l̪ˠuəx,ˈlˠʊəx,67
luachair,,l̪ˠuəxəɾʲ,ˈlˠuaxɪɾʲ,67
luachmhar,Ulster; Connacht,ˈl̪ˠuəxwəɾˠ,ˈlˠuaxwəɾˠ,80
luaidh,,,ˈlˠuiː,0
luaidhe,,ˈl̪ˠuː.iː,ˈlˠʊəə,50
luaidhim,,l̪ˠuəmʲ,ˈlˠʊəɪmʲ,71
luaigh,,,ˈlˠuiː,0
luail,,l̪ˠuəlʲ,ˈlˠʊɪlʲ,57
luaim,,l̪ˠuəmʲ,ˈlˠʊɪmʲ,57
luain,,ˈl̪ˠuənʲ,ˈlˠʊɪnʲ,57
luaith,,l̪ˠuə,ˈlˠʊəç,60
luas,,l̪ˠuəsˠ,ˈlˠuasˠ,71
luasanna,,ˈl̪ˠuəsˠən̪ˠə,ˈlˠuasˠən̪ˠə,83
luath,Ulster; Connacht,l̪ˠuə,ˈlˠuaç,60
luathcha,,ˈl̪ˠuəxə,ˈlˠuaçxə,75
luch,,,ˈlˠʊx,0
luch,Connacht,l̪ˠɔx,ˈlˠʊx,60
lucha,,ˈl̪ˠʊxə,ˈlˠʊxə,83
lucharachán,Connacht,ˈl̪ˠʊxəɾˠəxɑːnˠ,ˈlˠʊxəɾˠəxɑːnˠ,93
lucht,Munster; Connacht,l̪ˠʊxt̪ˠ,ˈlˠʊxt̪ˠ,88
luchóg,Connacht,ˈl̪ˠɔxoːɡ,ˈlˠʊxoːɡ,75
lug,,l̪ˠʌɡ,ˈlˠʊɡ,60
luibh,Munster; Connacht,l̪ˠɪvʲ,ˈlˠɪvʲ,83
luid,,l̪ˠɪdʲ,ˈlˠɪdʲ,83
luide,,ˈl̪ˠɪdʲə,ˈlˠɪdʲɪ,86
luime,,ˈl̪ˠɪmʲə,ˈlˠɪmʲɪ,86
luin,,l̪ˠɪnˠ,ˈlˠɪnʲ,67
luite,,ˈl̪ˠɪtʲə,ˈlˠɪtʲɪ,86
lus,Munster; Connacht,l̪ˠʊsˠ,ˈlˠʊsˠ,83
luígí,,ˈl̪ˠiːɟiː,ˈlʲiːɟiː,75
luím,,l̪ˠiːmʲ,ˈlʲiːmʲ,71
luíonn,,l̪ˠiːn̪ˠ,ˈlˠuiːn̪ˠ,88
lá,,,ˈlˠɑː,0
lá,Munster; Connacht,l̪ˠɑː,ˈlˠɑː,80
lá breithe maith agat,,l̪ˠɑː bʲɾʲɛhə mˠa ˈaɡət̪ˠ,ˈlˠɑː ˈbʲɾʲɛəhə ˈmˠaç ˈaɡət̪ˠ,84
lá breá,,l̪ˠɑː bʲɾʲɑː,ˈlˠɑː ˈbʲɾʲɛɑː,83
lá féile,,ˌl̪ˠɑː ˈfʲeːlʲə,ˈlˠɑː ˈfʲeːlʲɪ,86
lách,,l̪ˠɑːx,ˈlˠɑːx,83
láib,Munster; Connacht,l̪ˠɑːbʲ,ˈlˠɑːbʲ,86
láidir,Munster; Connacht,ˈl̪ˠɑːdʲəɾʲ,ˈlˠɑːdʲɪɾʲ,80
láidre,,ˈl̪ˠɑːdʲ(ə)ɾʲə,ˈlˠɑːdʲɾʲɪ,70
láimh,,"l̪ˠɑːvʲ, l̪ˠɑ̃ːvʲ",ˈlˠɑːiː,57
láin,Munster; Connacht,l̪ˠɑːnʲ,ˈlˠɑːnʲ,86
láir,,l̪ˠɑːɾʲ,ˈlˠɑːɾʲ,86
láithreach,Connacht,ˈl̪ˠɑːɾʲəx,ˈlˠɑːhɾʲəx,90
láithreach baill,Connacht,ˌl̪ˠɑːɾʲəx ˈbˠɑl̠ʲ,ˈlˠɑːhɾʲəx ˈbˠal̠ʲ,86
láithreach stairiúil,Connacht,ˌl̪ˠɑːɾʲʲəx ˈsˠtˠaɾʲuːlʲ,ˈlˠɑːhɾʲəx ˈsˠt̪ˠaɾʲɪuːlʲ,88
láma,Munster; Connacht,ˈl̪ˠɑːmˠə,ˈlˠɑːmˠə,88
lámh,Munster; Connacht,"l̪ˠɑːvˠ, l̪ˠɑ̃ːvˠ",ˈlˠɑːv,67
lán,Connacht,l̪ˠɑːnˠ,ˈlˠɑːnˠ,86
lán,Munster; Connacht,l̪ˠɑːn̪ˠ,ˈlˠɑːnˠ,71
lána,Munster; Connacht,ˈl̪ˠɑːnˠə,ˈlˠɑːnˠə,88
lánúin,Connacht,ˈl̪ˠɑːnˠuːnʲ,ˈlˠɑːnˠuːnʲ,91
lár,Munster; Connacht,l̪ˠɑːɾˠ,ˈlˠɑːɾˠ,86
lárthosaí,Connacht,ˈl̪ˠɑːɾˠˌhɔsˠiː,ˈlˠɑːɾˠçəsˠiː,69
láth,,l̪ˠɑː,ˈlˠɑː,80
léacht,,l̠ʲeːxt̪ˠ,ˈlʲeːxt̪ˠ,89
léachtóir,Connacht,ˈl̠ʲeːxt̪ˠoːɾʲ,ˈlʲeːxt̪ˠoːɾʲ,92
léacsach,Munster; Connacht,ˈl̠ʲeːksˠəx,ˈlʲeːksˠəx,90
léan,,,ˈlʲeːnˠ,0
léan,Ulster; Connacht,"l̠ʲeːnˠ, l̠ʲeːn̪ˠ",ˈlʲeːnˠ,71
léann,,l̠ʲeːn̪ˠ,ˈlʲeːən̪ˠ,88
léarscáil,,ˈlʲeːɾˠsˠkaːlʲ,ˈlʲeːɾˠsˠkɑːlʲ,93
léaró,Connacht,ˈl̠ʲeːɾˠoː,ˈlʲeːɾˠoː,89
léas,,l̠ʲeːsˠ,ˈlʲeːsˠ,86
léigh,,,ˈlʲeːiː,0
léim,,,ˈlʲeːmʲ,0
léim,Ulster; Connacht,l̠ʲeːmʲ,ˈlʲeːmʲ,86
léine,,ˈl̠ʲeːnʲə,ˈlʲeːnʲɪ,88
léinte,,ˈl̠ʲeːn̠ʲtʲə,ˈlʲeːnʲtʲɪ,80
léir,,l̠ʲeːɾʲ,ˈlʲeːɾʲ,86
léiriú,Connacht,ˈl̠ʲeːɾʲuː,ˈlʲeːɾʲuː,89
léis,,l̠ʲeːʃ,ˈlʲeːʃ,83
léite,,"ˈl̠ʲeːtʲə, ˈl̠ʲei̯tʲə",ˈlʲeːtʲɪ,88
léitheoireacht,Connacht,ˈl̠ʲeːhoːɾʲəxt̪ˠ,ˈlʲeːhoːɾʲəxt̪ˠ,93
léití,Connacht,ˈl̠ʲeːtʲiː,ˈlʲeːtʲiː,89
lí,,,ˈlʲiː,0
lí,Munster; Connacht,l̠ʲiː,ˈlʲiː,80
lím,,l̠ʲiːmʲ,ˈlʲiːmʲ,86
líne,,ˈl̠ʲiːnʲə,ˈlʲiːnʲɪ,88
líneach,Connacht,ˈl̠ʲiːnʲəx,ˈlʲiːnʲəx,89
línéadach,Connacht,"ˈl̠ʲiːnʲeːd̪ˠəx, ˈl̠ʲiːnʲɛd̪ˠax",ˈlʲiːnʲeːd̪ˠəx,93
líofa,Ulster; Connacht,ˈl̠ʲiːfˠə,ˈlʲiːfˠə,88
líoma,,ˈl̠ʲiːmˠə,ˈlʲiːmˠə,88
líomóid,,ˈlʲiːmˠoːdʲ,ˈlʲiːmˠoːdʲ,100
líon,Connacht,"l̠ʲiːnˠ, l̠ʲiːn̪ˠ",ˈlʲiːnˠ,71
líonra,,ˈlʲiːn̪ˠɾˠə,ˈlʲiːnˠɾˠə,90
líonta,Connacht,ˈl̠ʲiːn̪ˠt̪ˠə,ˈlʲiːnˠt̪ˠə,82
líos,,l̠ʲiːsˠ,ˈlʲiːsˠ,86
lítear,,ˈl̠ʲiːtʲəɾˠ,ˈlʲiːtʲɪɾˠ,80
lítir,,ˈl̠ʲiːtʲəɾʲ,ˈlʲiːtʲɪɾʲ,80
lóistín,Connacht,ˈl̪ˠoːʃtʲiːnʲ,ˈlˠoːʃtʲiːnʲ,92
lón,,"l̪ˠoːnˠ, l̪ˠoːn̪ˠ",ˈlˠʊːnˠ,57
lúb,,l̪ˠuːbˠ,ˈlˠuːbˠ,86
lúba,,ˈl̪ˠuːbˠə,ˈlˠuːbˠə,88
lúbaim,Munster; Connacht,ˈl̪ˠuːbˠəmʲ,ˈlˠuːbˠɪmʲ,80
lúbaire,,ˈl̪ˠuːbˠəɾʲə,ˈlˠuːbˠɪɾʲɪ,82
lúbfad,,ˈl̪ˠuːpˠəd̪ˠ,ˈlˠuːbˠəd̪ˠ,82
lúbfar,,ˈl̪ˠuːpˠfˠəɾˠ,ˈlˠuːbˠfˠəɾˠ,83
lúbtha,,ˈl̪ˠuːpˠə,ˈlˠuːbˠçə,78
lúcháir,Connacht,ˈl̪ˠuːxɑːɾʲ,ˈlˠuːxɑːɾʲ,90
lúfar,,ˈl̪ˠuːfˠəɾˠ,ˈlˠuːfˠəɾˠ,90
lúib,,l̪ˠuːbʲ,ˈlˠuːbʲ,86
lúibe,,ˈl̪ˠuːbʲə,ˈlˠuːbʲɪ,88
lúibín,Connacht,ˈl̪ˠuːbʲiːnʲ,ˈlˠuːbʲiːnʲ,91
lúth,,l̪ˠuː(h),ˈlˠuː,80
lúthchleas,,ˈl̪ˠuːçlʲasˠ,ˈlˠuːhçlʲɪsˠ,83
lúthchleasa,,ˈl̪ˠuːçlʲasˠə,ˈlˠuːhçlʲɪsˠə,85
lúthchleasaí,Connacht,ˈl̪ˠuːçlʲasˠiː,ˈlˠuːhçlʲɪsˠiː,86
m',,"mʲ, mˠ",ˈmʲ,33
m'anam,,ˈmˠanˠəmˠ,ˈmʲɑnˠəmˠ,78
mB,,"mʲ, mˠ",ˈmˠ,67
mBéarla,,ˈmʲeːɾˠlˠə,ˈmʲeːɾˠlˠə,100
mabóg,,ˈmˠabˠoːɡ,ˈmˠabˠoːɡ,100
mac,,"mˠak, mˠɑk",ˈmˠak,60
mac léinn,,ˌmˠak ˈl̠ʲeːn̠ʲ,ˈmˠak ˈlʲeːən̠ʲ,90
mac tíre,,ˌmˠak ˈtʲiːɾʲə,ˈmˠak ˈtʲiːɾʲɪ,86
maca,,ˈmˠakə,ˈmˠakə,100
macalla,,mˠaˈkal̪ˠə,ˈmˠakəl̪ˠə,80
macra,,ˈmˠakɾˠə,ˈmˠakɾˠə,100
macánta,Connacht,ˈmakɑːn̪ˠt̪ˠə,ˈmˠakɑːnˠt̪ˠə,92
madra,,ˈmˠad̪ˠɾˠə,ˈmˠad̪ˠɾˠə,100
